subject,grade,strand,topic,skill,questionCount,sampleQuestionIds,proposedCodes,codeLabels,confidence,rationale,status
science,3,Life & Living,Seasonal animal behaviour,Reasoning about why animals store fat before winter,1,icas-y3-science-a-017,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Life & Living,What plants need to grow,Identify the needs of plants,1,icas-y3-science-e2-003,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Natural & Processed Materials,Absorbency,Interpret results from a simple experiment table,1,icas-y3-science-e1-015,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Natural & Processed Materials,Absorbency,"Materials and their properties (float/sink, bend, absorb)",1,icas-y3-science-e1-006,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Natural & Processed Materials,Changes caused by heating,Melting: solids turning to liquid when heated,1,icas-y3-science-b-003,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Natural & Processed Materials,Choosing materials,Using a properties table to pick the best material,1,icas-y3-science-b-018,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Natural & Processed Materials,Choosing materials for a purpose,Selecting a material using two properties in a table,1,icas-y3-science-db-006,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Natural & Processed Materials,Choosing materials from test results,Selecting a material using two properties from a table,1,icas-y3-science-da-008,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Natural & Processed Materials,Float and sink,"Materials and their properties (float/sink, bend, absorb)",1,icas-y3-science-e1-005,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Natural & Processed Materials,Material properties,"Materials and their properties (float/sink, bend, absorb)",1,icas-y3-science-e1-016,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Natural & Processed Materials,Mixing and dissolving,Dissolving a solid in water,1,icas-y3-science-b-004,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Natural & Processed Materials,Properties and uses of materials,Matching a material's property to its use,1,icas-y3-science-da-002,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Natural & Processed Materials,Properties of everyday materials,Choosing a suitable material for a job,1,icas-y3-science-b-001,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Natural & Processed Materials,Properties of materials,Linking a material's property to why it is chosen,1,icas-y3-science-db-005,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Natural & Processed Materials,Properties of materials,Matching materials to their useful properties,1,icas-y3-science-b-015,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Natural & Processed Materials,Reversible changes of state,Recognising a reversible change,1,icas-y3-science-da-013,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Natural & Processed Materials,States of matter,"Classify materials as solid, liquid or gas",1,icas-y3-science-e2-009,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Natural & Processed Materials,States of matter,Identify evaporation and boiling,1,icas-y3-science-e2-011,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Natural & Processed Materials,States of matter,Identify melting as a change of state,1,icas-y3-science-e2-010,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Natural & Processed Materials,States of matter,Identifying a gas among solids and liquids,1,icas-y3-science-db-007,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Natural & Processed Materials,States of matter,Recognising that solids keep their shape,1,icas-y3-science-b-002,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Observing & Measuring,Measuring and reading a scale,Reading a measurement from a number line,1,icas-y3-science-db-011,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Observing & Measuring,Reading measurements,Reading a number line and finding a difference,1,icas-y3-science-da-015,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Predicting & Concluding,Interpreting results,Drawing a conclusion from a line graph,1,icas-y3-science-b-013,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Science inquiry,Reading a bar chart,Comparing values on a bar chart,1,icas-y3-science-da-006,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Science inquiry,Reading a pie chart,Finding the largest category on a pie chart,1,icas-y3-science-db-015,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
science,3,Science inquiry,Reading results from a bar chart,Comparing two bars to find the difference,1,icas-y3-science-db-008,,,high,ICAS Science is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
spelling,3,Morphological,Adding -ed,Adding -ed to a base word with no spelling change,1,icas-y3-spelling-a-011,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Adding -ed,Adding '-ed' to 'smile' by dropping the silent 'e',1,icas-y3-spelling-dc-010,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Adding -ed after dropping e,Dropping the silent 'e' before adding -ed,1,icas-y3-spelling-a-013,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Adding -ed with doubling,Doubling the final consonant before adding -ed,1,icas-y3-spelling-a-012,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Adding -ing,Adding -ing to a base word with no spelling change,1,icas-y3-spelling-a-008,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Adding -ing (doubling),Doubling the final consonant before adding '-ing',1,icas-y3-spelling-da-011,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Adding -ing (drop e),Adding '-ing' to 'come' by dropping the silent 'e',1,icas-y3-spelling-da-016,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Adding -ing after dropping e,Dropping the silent 'e' before adding -ing,1,icas-y3-spelling-a-010,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Adding -ing with doubling,Doubling the final consonant before adding -ing,1,icas-y3-spelling-a-009,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Adding suffixes,Doubling the final consonant before -ed,1,icas-y3-spelling-f1-011,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Adding suffixes,Doubling the final consonant before -ing,2,"icas-y3-spelling-f1-003, icas-y3-spelling-f1-016",,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Comparative -er,Doubling the final consonant before adding '-er' (big to bigger),1,icas-y3-spelling-dc-014,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Doubling before -ed,Doubling the final consonant before adding '-ed' (stop to stopped),1,icas-y3-spelling-dc-013,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Plurals,Applying the -y to -ies plural rule,1,icas-y3-spelling-f1-012,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Plurals,Changing -y to -ies for plurals,1,icas-y3-spelling-f1-004,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Plurals,Making plurals by adding '-es' to words ending in 'o',1,icas-y3-spelling-dd-006,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Plurals,Making plurals by adding '-es' to words ending in 'ss',1,icas-y3-spelling-dd-005,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Plurals f -> ves,Making plurals by changing 'f' to 'ves' (leaf to leaves),1,icas-y3-spelling-da-015,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Plurals with -es,"Making a plural by adding -es after x, s, sh or ch",1,icas-y3-spelling-a-015,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Plurals with -es,Making plurals by adding '-es' to words ending in 'x',1,icas-y3-spelling-da-007,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Plurals with -ies,Making a plural by changing y to -ies,1,icas-y3-spelling-a-016,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Plurals with -s,Making a plural by adding -s,1,icas-y3-spelling-a-014,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Plurals: y to ies,Making plurals by changing 'y' to 'ies' (baby to babies),1,icas-y3-spelling-dc-009,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Prefix un-,Adding the prefix 'un-' to a base word (happy to unhappy),1,icas-y3-spelling-dc-015,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Suffix -ful,Recognising the suffix '-ful' is spelled with one 'l',1,icas-y3-spelling-da-008,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Suffix -ly,Adding the suffix '-ly' to a base word (quick to quickly),1,icas-y3-spelling-dc-011,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Suffixes,Adding the -ful suffix,1,icas-y3-spelling-f1-007,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Suffixes,Adding the -ly suffix,1,icas-y3-spelling-f1-006,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Suffixes,Adding the suffix '-less' to a base word,1,icas-y3-spelling-dd-013,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Suffixes,Adding the suffix '-ness' to a base word,1,icas-y3-spelling-dd-012,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Suffixes,Doubling the final consonant before -ing (hopping),1,icas-y3-spelling-b-007,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Morphological,Suffixes,Spelling the -tion suffix,2,"icas-y3-spelling-f1-005, icas-y3-spelling-f1-014",,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,'ar' vowel sound,Spelling the /ar/ sound with the 'ar' letter team,1,icas-y3-spelling-dc-004,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,'ir' vowel sound,Spelling the /er/ sound with the 'ir' letter team,1,icas-y3-spelling-dc-003,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,'or' vowel sound,Spelling the /or/ sound with the 'or' letter team,1,icas-y3-spelling-dc-007,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,'ou' vowel sound,Spelling the /ow/ sound with the 'ou' letter team,1,icas-y3-spelling-dc-006,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,Blend bl,Spelling words that begin with the 'bl' blend,1,icas-y3-spelling-a-006,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,Blend str,Spelling the three-letter blend 'str' at the start of a word,1,icas-y3-spelling-a-007,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,Consonant digraphs,Spelling the /ch/ sound with 'tch' after a short vowel,1,icas-y3-spelling-dd-003,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,Consonant digraphs,Spelling the /f/ sound with 'ph',1,icas-y3-spelling-dd-014,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,Digraph ch,Spelling the 'ch' digraph at the end of a word,1,icas-y3-spelling-a-004,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,Digraph sh,Spelling words that begin with the 'sh' digraph,1,icas-y3-spelling-a-003,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,Digraph th,Spelling words that begin with the 'th' digraph,1,icas-y3-spelling-a-005,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,Long /a/ spelled 'ai',Spelling the long /a/ sound with the 'ai' letter team,1,icas-y3-spelling-da-001,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,Long vowel digraph 'ee',Spelling the long /ee/ sound with the 'ee' letter team,1,icas-y3-spelling-dc-001,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,Long vowel digraph 'oo',Spelling the long /oo/ sound with the 'oo' letter team,1,icas-y3-spelling-dc-002,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,Long vowel sounds,Spelling the long /a/ sound with the split digraph a-e,1,icas-y3-spelling-dd-002,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,Long vowel sounds,Spelling the long /i/ sound with the 'igh' letter team,1,icas-y3-spelling-dd-001,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,Long vowel with ai team,Spelling the long 'a' sound with the 'ai' vowel team,1,icas-y3-spelling-a-018,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,Short vowel sounds,Choosing the correct short vowel in a one-syllable word,1,icas-y3-spelling-a-001,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,Soft 'c' before i/e,Spelling the soft /s/ sound made by 'c' before 'i',1,icas-y3-spelling-da-004,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,Soft 'g',Spelling the soft /j/ sound made by 'g' before 'i',1,icas-y3-spelling-da-005,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,Soft c,Soft c (c sounding like s) in 'circle',1,icas-y3-spelling-b-014,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,Soft g,Soft g (g sounding like j) in 'gentle',1,icas-y3-spelling-b-015,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,Two-syllable words,Recognising correctly spelt two-syllable words,1,icas-y3-spelling-a-017,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,Vowel digraphs,Spelling the /air/ sound with the 'air' letter team,1,icas-y3-spelling-dd-011,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,Vowel digraphs,Spelling the /aw/ sound with the 'aw' letter team,1,icas-y3-spelling-dd-009,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Phonological,Vowel digraphs,Spelling the /oy/ sound with 'oy' at the end of a word,1,icas-y3-spelling-dd-010,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Common misspellings,Spelling frequently misspelled words,1,icas-y3-spelling-f1-008,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Common tricky words,Recognising correctly spelled common words,2,"icas-y3-spelling-dc-016, icas-y3-spelling-dd-016",,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Common tricky words,Spotting correctly spelled common words,1,icas-y3-spelling-da-012,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Double consonants,Double consonant (bb) in 'rabbit',1,icas-y3-spelling-b-006,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Double consonants,Double consonant (nn) in 'dinner',1,icas-y3-spelling-b-008,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Double letters,Using a double consonant after a short vowel (rabbit),1,icas-y3-spelling-da-006,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,here / hear,Choosing between the homophones 'here' and 'hear',1,icas-y3-spelling-da-014,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Homophones,Choosing the correct homophone (hear / here),1,icas-y3-spelling-f1-009,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Homophones,Choosing the correct homophone (their / there / they're),1,icas-y3-spelling-f1-013,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Homophones,Choosing the correct homophone (to / too / two),1,icas-y3-spelling-f1-001,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Homophones,Homophones: bare vs bear,1,icas-y3-spelling-b-005,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Homophones,Homophones: hear vs here,1,icas-y3-spelling-b-003,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Homophones,Homophones: no vs know,1,icas-y3-spelling-b-004,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Homophones,Homophones: their vs there,1,icas-y3-spelling-b-001,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Homophones,Homophones: to vs too,1,icas-y3-spelling-b-002,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Homophones too/to/tow,"Choosing between the homophones 'too', 'to' and 'tow'",1,icas-y3-spelling-dc-005,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Homophones won/one,Choosing between the homophones 'won' and 'one',1,icas-y3-spelling-dc-012,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Identifying misspelled words,Finding the misspelled word (library) in a sentence,1,icas-y3-spelling-dd-015,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Long vowel sounds,Spelling a long vowel with the silent 'e' (magic e) pattern,1,icas-y3-spelling-a-002,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Proofreading,Proofreading: find the one misspelt word,1,icas-y3-spelling-b-017,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Proofreading,Proofreading: select the two misspelt words,1,icas-y3-spelling-b-018,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Silent letters,Identifying missing silent letters,1,icas-y3-spelling-f1-010,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Silent letters,Silent letter b in 'climb',1,icas-y3-spelling-b-016,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Silent letters,Spelling words that begin with a silent 'w' before 'r',1,icas-y3-spelling-dc-008,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Silent letters,Spelling words with a silent 'b' after 'm',1,icas-y3-spelling-dd-007,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Silent letters,Spelling words with a silent 't' (castle),1,icas-y3-spelling-dd-008,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Silent letters,Spelling words with a silent k,1,icas-y3-spelling-f1-002,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Silent letters (kn),Spelling words that begin with a silent 'k' before 'n',1,icas-y3-spelling-da-003,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Single vs double letters,Knowing that 'bus' is spelled with one 's',1,icas-y3-spelling-da-009,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,their / there / they're,Choosing the possessive homophone 'their',1,icas-y3-spelling-da-013,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Tricky high-frequency words,Spelling the tricky word 'because',1,icas-y3-spelling-b-009,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Tricky high-frequency words,Spelling the tricky word 'friend',1,icas-y3-spelling-b-010,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Tricky high-frequency words,Spelling the tricky word 'said',1,icas-y3-spelling-b-011,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Tricky high-frequency words,Spelling the tricky word 'they',1,icas-y3-spelling-b-012,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Tricky high-frequency words,Spelling the tricky word 'was',1,icas-y3-spelling-b-013,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Tricky words,Spelling the tricky word 'friend' with 'ie' in the middle,1,icas-y3-spelling-da-010,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,3,Visual,Word meaning and spelling,Choosing between the homophones 'wood' and 'would',1,icas-y3-spelling-dd-004,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
digital_technologies,5,Digital Systems,Digital technologies reasoning,Apply digital technologies concepts,6,"icas-y5-digital_technologies-b01-001, icas-y5-digital_technologies-b01-006",,,high,ICAS Digital Technologies is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
digital_technologies,5,Internet & Email,Digital technologies reasoning,Apply digital technologies concepts,6,"icas-y5-digital_technologies-b01-004, icas-y5-digital_technologies-b01-005",,,high,ICAS Digital Technologies is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
digital_technologies,5,Programming,Digital technologies reasoning,Apply digital technologies concepts,11,"icas-y5-digital_technologies-b01-003, icas-y5-digital_technologies-b01-007",,,high,ICAS Digital Technologies is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
